0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1010000000758675,EFC (I) LIMITED,0,1,0.01,INE886D01026,0915-1530|1815-1915:,2026-07-30,,NSE:EFCIL-EQ,10,10,758675,EFCIL,758675,-1.0,XX,1010000000758675,,1,2.7
101000000024438,EFFWA INFRA & RESEARCH L,0,400,0.05,INE0U9101019,0915-1530|1815-1915:,2026-07-30,,NSE:EFFWA-ST,10,10,24438,EFFWA,24438,-1.0,XX,101000000024438,,0,0.0
101000000020899,ELECTRO FORCE (INDIA) LTD,0,1200,0.05,INE0Q1W01012,0915-1530|1815-1915:,2026-07-30,,NSE:EFORCE-SM,10,10,20899,EFORCE,20899,-1.0,XX,101000000020899,,0,0.0
1010000000910,EICHER MOTORS LTD,0,1,0.5,INE066A01021,0915-1530|1815-1915:,2026-07-30,,NSE:EICHERMOT-EQ,10,10,910,EICHERMOT,910,-1.0,XX,1010000000910,,1,3.4
1010000000916,EID PARRY INDIA LTD,0,1,0.05,INE126A01031,0915-1530|1815-1915:,2026-07-30,,NSE:EIDPARRY-EQ,10,10,916,EIDPARRY,916,-1.0,XX,1010000000916,,1,3.3
101000000027213,ENVIRO INFRA ENGINEERS L,0,1,0.01,INE0LLY01014,0915-1530|1815-1915:,2026-07-30,,NSE:EIEL-EQ,10,10,27213,EIEL,27213,-1.0,XX,101000000027213,,1,2.6
10100000006042,EURO (I) FRESH FOODS LTD,0,1,0.05,INE546V01010,0915-1530|1815-1915:,2026-07-30,,NSE:EIFFL-BE,10,10,6042,EIFFL,6042,-1.0,XX,10100000006042,,1,1.0
101000000015399,EIH ASSOCIATED HOTELS LTD,0,1,0.05,INE276C01014,0915-1530|1815-1915:,2026-07-30,,NSE:EIHAHOTELS-EQ,10,10,15399,EIHAHOTELS,15399,-1.0,XX,101000000015399,,1,1.0
1010000000919,EIH LIMITED,0,1,0.05,INE230A01023,0915-1530|1815-1915:,2026-07-30,,NSE:EIHOTEL-EQ,10,10,919,EIHOTEL,919,-1.0,XX,1010000000919,,1,3.2
10100000004040,EIMCO ELECON (INDIA) LTD,0,1,0.1,INE158B01016,0915-1530|1815-1915:,2026-07-30,,NSE:EIMCOELECO-EQ,10,10,4040,EIMCOELECO,4040,-1.0,XX,10100000004040,,1,2.0
101000000013091,EVEREST KANTO CYLINDERLTD,0,1,0.01,INE184H01027,0915-1530|1815-1915:,2026-07-30,,NSE:EKC-EQ,10,10,13091,EKC,13091,-1.0,XX,101000000013091,,1,2.0
1010000000762653,ELANTAS BECK INDIA LTD.,0,1,1.0,INE280B01018,0915-1530|1815-1915:,2026-07-30,,NSE:ELANTAS-EQ,10,10,762653,ELANTAS,762653,-1.0,XX,1010000000762653,,1,2.0
1010000000762658,ELCID INVESTMENTS LTD.,0,1,5.0,INE927X01018,0915-1530|1815-1915:,2026-07-30,,NSE:ELCIDIN-EQ,10,10,762658,ELCIDIN,762658,-1.0,XX,1010000000762658,,0,0.0
10100000008953,ELDECO HSG & IND LTD.,0,1,0.05,INE668G01021,0915-1530|1815-1915:,2026-07-30,,NSE:ELDEHSG-EQ,10,10,8953,ELDEHSG,8953,-1.0,XX,10100000008953,,0,0.0
101000000013643,ELECON ENG. CO. LTD,0,1,0.05,INE205B01031,0915-1530|1815-1915:,2026-07-30,,NSE:ELECON-EQ,10,10,13643,ELECON,13643,-1.0,XX,101000000013643,,1,2.7
1010000000928,ELECTROSTEEL CASTINGS LTD,0,1,0.01,INE086A01029,0915-1530|1815-1915:,2026-07-30,,NSE:ELECTCAST-EQ,10,10,928,ELECTCAST,928,-1.0,XX,1010000000928,,1,2.6
10100000004469,ELECTROTHERM (I) LTD.,0,1,0.1,INE822G01016,0915-1530|1815-1915:,2026-07-30,,NSE:ELECTHERM-EQ,10,10,4469,ELECTHERM,4469,-1.0,XX,10100000004469,,1,1.0
1010000000937,ELGI EQUIPMENTS LTD,0,1,0.05,INE285A01027,0915-1530|1815-1915:,2026-07-30,,NSE:ELGIEQUIP-EQ,10,10,937,ELGIEQUIP,937,-1.0,XX,1010000000937,,1,3.1
101000000024924,ELGI RUBBER CO. LTD,0,1,0.01,INE819L01012,0915-1530|1815-1915:,2026-07-30,,NSE:ELGIRUBCO-EQ,10,10,24924,ELGIRUBCO,24924,-1.0,XX,101000000024924,,0,0.0
101000000029595,ELEGANZ INTERIORS LIMITED,0,1000,0.05,INE0R9101015,0915-1530|1815-1915:,2026-07-30,,NSE:ELGNZ-SM,10,10,29595,ELGNZ,29595,-1.0,XX,101000000029595,,0,0.0
101000000013423,ELIN ELECTRONICS LIMITED,0,1,0.01,INE050401020,0915-1530|1815-1915:,2026-07-30,,NSE:ELIN-EQ,10,10,13423,ELIN,13423,-1.0,XX,101000000013423,,1,2.0
1010000000762663,ELITECON INTERNATIONAL L,0,1,0.01,INE669R01026,0915-1530|1815-1915:,2026-07-30,,NSE:ELITECON-EQ,10,10,762663,ELITECON,762663,-1.0,XX,1010000000762663,,1,1.0
1010000000758563,ELLENBARRIE INDUS GASES L,0,1,0.05,INE236E01022,0915-1530|1815-1915:,2026-07-30,,NSE:ELLEN-EQ,10,10,758563,ELLEN,758563,-1.0,XX,1010000000758563,,1,2.0
10100000004471,ELPRO INTERNATIONAL LTD,0,1,0.01,INE579B01039,0915-1530|1815-1915:,2026-07-30,,NSE:ELPROINTL-EQ,10,10,4471,ELPROINTL,4471,-1.0,XX,10100000004471,,0,0.0
101000000013517,EMAMI LIMITED,0,1,0.05,INE548C01032,0915-1530|1815-1915:,2026-07-30,,NSE:EMAMILTD-EQ,10,10,13517,EMAMILTD,13517,-1.0,XX,101000000013517,,1,3.4
101000000010084,EMAMI PAPER MILLS LIMITED,0,1,0.01,INE830C01026,0915-1530|1815-1915:,2026-07-30,,NSE:EMAMIPAP-BE,10,10,10084,EMAMIPAP,10084,-1.0,XX,101000000010084,,0,0.0
101000000019281,EMAMI REALTY LIMITED,0,1,0.01,INE778K01012,0915-1530|1815-1915:,2026-07-30,,NSE:EMAMIREAL-BE,10,10,19281,EMAMIREAL,19281,-1.0,XX,101000000019281,,0,0.0
101000000029229,EMA PARTNERS INDIA LTD,0,1000,0.05,INE0ZOL01023,0915-1530|1815-1915:,2026-07-30,,NSE:EMAPARTNER-SM,10,10,29229,EMAPARTNER,29229,-1.0,XX,101000000029229,,0,0.0
10100000009383,EMBASSY OFFICE PARKS REIT,0,1,0.01,INE041025011,0915-1530|1815-1915:,2026-07-30,,NSE:EMBASSY-RR,10,10,9383,EMBASSY,9383,-1.0,XX,10100000009383,,0,0.0
101000000014450,EMBASSY DEVELOPMENTS LTD,0,1,0.01,INE069I01010,0915-1530|1815-1915:,2026-07-30,,NSE:EMBDL-EQ,10,10,14450,EMBDL,14450,-1.0,XX,101000000014450,,1,2.0
101000000024398,EMCURE PHARMACEUTICALS L,0,1,0.1,INE168P01015,0915-1530|1815-1915:,2026-07-30,,NSE:EMCURE-EQ,10,10,24398,EMCURE,24398,-1.0,XX,101000000024398,,1,3.2
101000000011530,ELECTRONICS MART IND LTD,0,1,0.01,INE02YR01019,0915-1530|1815-1915:,2026-07-30,,NSE:EMIL-EQ,10,10,11530,EMIL,11530,-1.0,XX,101000000011530,,1,2.8
101000000013421,EMKAY GLOBAL FIN SERV LTD,0,1,0.05,INE296H01011,0915-1530|1815-1915:,2026-07-30,,NSE:EMKAY-EQ,10,10,13421,EMKAY,13421,-1.0,XX,101000000013421,,1,2.0
101000000010253,EMKAY TAP & CUT. TOOL LTD,0,150,0.05,INE332S01011,0915-1530|1815-1915:,2026-07-30,,NSE:EMKAYTOOLS-SM,10,10,10253,EMKAYTOOLS,10253,-1.0,XX,101000000010253,,0,0.0
101000000018146,EMMBI INDUSTRIES LIMITED,0,1,0.01,INE753K01015,0915-1530|1815-1915:,2026-07-30,,NSE:EMMBI-BE,10,10,18146,EMMBI,18146,-1.0,XX,101000000018146,,0,0.0
101000000023745,ENERGY MISSION MACH IND L,0,250,0.05,INE0S1L01013,0915-1530|1815-1915:,2026-07-30,,NSE:EMMIL-SM,10,10,23745,EMMIL,23745,-1.0,XX,101000000023745,,0,0.0
1010000000759728,EMMVEE PHOTOVOLTAIC PWR L,0,1,0.05,INE1C6T01020,0915-1530|1815-1915:,2026-07-30,,NSE:EMMVEE-EQ,10,10,759728,EMMVEE,759728,-1.0,XX,1010000000759728,,1,2.9
1010000000762673,EMPOWER INDIA LTD.,0,1,0.01,INE507F01023,0915-1530|1815-1915:,2026-07-30,,NSE:EMPOWER-BE,10,10,762673,EMPOWER,762673,-1.0,XX,1010000000762673,,0,0.0
101000000018593,EMS LIMITED,0,1,0.05,INE0OV601013,0915-1530|1815-1915:,2026-07-30,,NSE:EMSLIMITED-EQ,10,10,18593,EMSLIMITED,18593,-1.0,XX,101000000018593,,1,2.4
10100000009756,EMUDHRA LIMITED,0,1,0.05,INE01QM01018,0915-1530|1815-1915:,2026-07-30,,NSE:EMUDHRA-EQ,10,10,9756,EMUDHRA,9756,-1.0,XX,10100000009756,,1,2.0
1010000000760321,ENCOMPASS DESIGN INDIA L,0,400,0.05,INE433T01015,0915-1530|1815-1915:,2026-07-30,,NSE:ENCOMPAS-SM,10,10,760321,ENCOMPAS,760321,-1.0,XX,1010000000760321,,0,0.0
101000000018822,ENDURANCE TECHNO. LTD.,0,1,0.1,INE913H01037,0915-1530|1815-1915:,2026-07-30,,NSE:ENDURANCE-EQ,10,10,18822,ENDURANCE,18822,-1.0,XX,101000000018822,,1,3.2
101000000015049,ENERGY DEVE. CO.LTD,0,1,0.01,INE306C01019,0915-1530|1815-1915:,2026-07-30,,NSE:ENERGYDEV-EQ,10,10,15049,ENERGYDEV,15049,-1.0,XX,101000000015049,,0,0.0
101000000023224,ENFUSE SOLUTIONS LIMITED,0,600,0.05,INE0S3X01014,0915-1530|1815-1915:,2026-07-30,,NSE:ENFUSE-SM,10,10,23224,ENFUSE,23224,-1.0,XX,101000000023224,,0,0.0
10100000004907,ENGINEERS INDIA LTD,0,1,0.01,INE510A01028,0915-1530|1815-1915:,2026-07-30,,NSE:ENGINERSIN-EQ,10,10,4907,ENGINERSIN,4907,-1.0,XX,10100000004907,,1,2.8
101000000013192,ENTERTAIN NET. IND. LTD.,0,1,0.01,INE265F01028,0915-1530|1815-1915:,2026-07-30,,NSE:ENIL-EQ,10,10,13192,ENIL,13192,-1.0,XX,101000000013192,,0,0.0
1010000000756871,SIEMENS ENERGY INDIA LTD,0,1,0.1,INE1NPP01017,0915-1530|1815-1915:,2026-07-30,,NSE:ENRIN-EQ,10,10,756871,ENRIN,756871,-1.0,XX,1010000000756871,,1,3.2
101000000023230,ENSER COMMUNICATIONS LTD,0,5000,0.05,INE0R9I01021,0915-1530|1815-1915:,2026-07-30,,NSE:ENSER-SM,10,10,23230,ENSER,23230,-1.0,XX,101000000023230,,0,0.0
101000000022717,ENTERO HEALTHCARE SOLU L,0,1,0.1,INE010601016,0915-1530|1815-1915:,2026-07-30,,NSE:ENTERO-EQ,10,10,22717,ENTERO,22717,-1.0,XX,101000000022717,,1,3.0
101000000025412,ENVIROTECH SYSTEMS LTD,0,1000,0.05,INE0SUH01015,0915-1530|1815-1915:,2026-07-30,,NSE:ENVIRO-SM,10,10,25412,ENVIRO,25412,-1.0,XX,101000000025412,,0,0.0
101000000022463,EPACK DURABLE LIMITED,0,1,0.01,INE0G5901015,0915-1530|1815-1915:,2026-07-30,,NSE:EPACK-EQ,10,10,22463,EPACK,22463,-1.0,XX,101000000022463,,1,2.6
1010000000759251,EPACK PREFAB TECHN LTD,0,1,0.01,INE0MLS01022,0915-1530|1815-1915:,2026-07-30,,NSE:EPACKPEB-EQ,10,10,759251,EPACKPEB,759251,-1.0,XX,1010000000759251,,1,2.6
10100000005382,EPIGRAL LIMITED,0,1,0.1,INE071N01016,0915-1530|1815-1915:,2026-07-30,,NSE:EPIGRAL-EQ,10,10,5382,EPIGRAL,5382,-1.0,XX,10100000005382,,1,2.0
1010000000981,EPL LIMITED,0,1,0.01,INE255A01020,0915-1530|1815-1915:,2026-07-30,,NSE:EPL-EQ,10,10,981,EPL,981,-1.0,XX,1010000000981,,1,3.1
1010000000761217,EPW INDIA LIMITED,0,1200,0.05,INE1KEC01023,0915-1530|1815-1915:,2026-07-30,,NSE:EPWINDIA-ST,10,10,761217,EPWINDIA,761217,-1.0,XX,1010000000761217,,0,0.0
10100000003553,EQUIPPP SOC IMP TECH LTD,0,1,0.01,INE217G01035,0915-1530|1815-1915:,2026-07-30,,NSE:EQUIPPP-BE,10,10,3553,EQUIPPP,3553,-1.0,XX,10100000003553,,0,0.0
1010000000913,EQUITAS SMALL FIN BNK LTD,0,1,0.01,INE063P01018,0915-1530|1815-1915:,2026-07-30,,NSE:EQUITASBNK-EQ,10,10,913,EQUITASBNK,913,-1.0,XX,1010000000913,,1,3.1
101000000021154,ERIS LIFESCIENCES LIMITED,0,1,0.1,INE406M01024,0915-1530|1815-1915:,2026-07-30,,NSE:ERIS-EQ,10,10,21154,ERIS,21154,-1.0,XX,101000000021154,,1,3.2
1010000000955,ESAB INDIA LTD,0,1,0.5,INE284A01012,0915-1530|1815-1915:,2026-07-30,,NSE:ESABINDIA-EQ,10,10,955,ESABINDIA,955,-1.0,XX,1010000000955,,1,2.0
101000000019878,ESAF SMALL FINANCE BANK L,0,1,0.01,INE818W01011,0915-1530|1815-1915:,2026-07-30,,NSE:ESAFSFB-EQ,10,10,19878,ESAFSFB,19878,-1.0,XX,101000000019878,,1,2.0
101000000022764,ESCONET TECHNOLOGIES LTD,0,400,0.05,INE0RQZ01017,0915-1530|1815-1915:,2026-07-30,,NSE:ESCONET-SM,10,10,22764,ESCONET,22764,-1.0,XX,101000000022764,,0,0.0
1010000000958,ESCORTS KUBOTA LIMITED,0,1,0.1,INE042A01014,0915-1530|1815-1915:,2026-07-30,,NSE:ESCORTS-EQ,10,10,958,ESCORTS,958,-1.0,XX,1010000000958,,1,3.3
101000000017084,ESSEN SPECIALITY FILMS L,0,360,0.05,INE0ITO01014,0915-1530|1815-1915:,2026-07-30,,NSE:ESFL-SM,10,10,17084,ESFL,17084,-1.0,XX,101000000017084,,0,0.0
101000000024678,ESPRIT STONES LIMITED,0,1600,0.05,INE0SBP01018,0915-1530|1815-1915:,2026-07-30,,NSE:ESPRIT-SM,10,10,24678,ESPRIT,24678,-1.0,XX,101000000024678,,0,0.0
101000000025634,ESSAR SHIPPING LTD,0,1,0.01,INE122M01019,0915-1530|1815-1915:,2026-07-30,,NSE:ESSARSHPNG-EQ,10,10,25634,ESSARSHPNG,25634,-1.0,XX,101000000025634,,0,0.0
101000000030327,INTEGRA ESSENTIA LIMITED,0,1,0.01,INE418N01035,0915-1530|1815-1915:,2026-07-30,,NSE:ESSENTIA-BE,10,10,30327,ESSENTIA,30327,-1.0,XX,101000000030327,,0,0.0
101000000024265,ESTER INDUSTRIES LTD,0,1,0.01,INE778B01029,0915-1530|1815-1915:,2026-07-30,,NSE:ESTER-EQ,10,10,24265,ESTER,24265,-1.0,XX,101000000024265,,1,1.0
10100000005097,ETERNAL LIMITED,0,1,0.05,INE758T01015,0915-1530|1815-1915:,2026-07-30,,NSE:ETERNAL-EQ,10,10,5097,ETERNAL,5097,-1.0,XX,10100000005097,,1,3.0
10100000009750,ETHOS LIMITED,0,1,0.1,INE04TZ01018,0915-1530|1815-1915:,2026-07-30,,NSE:ETHOSLTD-EQ,10,10,9750,ETHOSLTD,9750,-1.0,XX,10100000009750,,1,2.0
1010000000758591,EMKAY TOOLS LIMITED,0,150,0.05,INE0PXC01024,0915-1530|1815-1915:,2026-07-30,,NSE:ETL-SM,10,10,758591,ETL,758591,-1.0,XX,1010000000758591,,0,0.0
101000000027629,EMERALD TYRE MANUF LTD,0,1200,0.05,INE0RHD01013,0915-1530|1815-1915:,2026-07-30,,NSE:ETML-SM,10,10,27629,ETML,27629,-1.0,XX,101000000027629,,0,0.0
101000000025162,EUREKA FORBES LIMITED,0,1,0.05,INE0KCE01017,0915-1530|1815-1915:,2026-07-30,,NSE:EUREKAFORB-EQ,10,10,25162,EUREKAFORB,25162,-1.0,XX,101000000025162,,1,3.1
1010000000757953,EURO PANEL PRODUCTS LTD,0,1,0.01,INE505V01016,0915-1530|1815-1915:,2026-07-30,,NSE:EUROBOND-EQ,10,10,757953,EUROBOND,757953,-1.0,XX,1010000000757953,,0,0.0
1010000000759797,EURO PRATIK SALES LIMITED,0,1,0.05,INE198501012,0915-1530|1815-1915:,2026-07-30,,NSE:EUROPRATIK-EQ,10,10,759797,EUROPRATIK,759797,-1.0,XX,1010000000759797,,1,2.0
10100000008886,EUROTEX IND & EXPORTS LTD,0,1,0.01,INE022C01012,0915-1530|1815-1915:,2026-07-30,,NSE:EUROTEXIND-BE,10,10,8886,EUROTEXIND,8886,-1.0,XX,10100000008886,,0,0.0
101000000011782,EVEREADY INDS. IND.  LTD.,0,1,0.05,INE128A01029,0915-1530|1815-1915:,2026-07-30,,NSE:EVEREADY-EQ,10,10,11782,EVEREADY,11782,-1.0,XX,101000000011782,,1,2.0
10100000006017,EVEREST INDUSTRIES LTD,0,1,0.05,INE295A01018,0915-1530|1815-1915:,2026-07-30,,NSE:EVERESTIND-BE,10,10,6017,EVERESTIND,6017,-1.0,XX,10100000006017,,1,1.0
101000000011471,EXCEL INDUSTRIES LTD,0,1,0.05,INE369A01029,0915-1530|1815-1915:,2026-07-30,,NSE:EXCELINDUS-EQ,10,10,11471,EXCELINDUS,11471,-1.0,XX,101000000011471,,0,0.0
101000000025327,EXCELLENT WIRES N PACK L,0,1600,0.05,INE0Y4801011,0915-1530|1815-1915:,2026-07-30,,NSE:EXCELLENT-ST,10,10,25327,EXCELLENT,25327,-1.0,XX,101000000025327,,0,0.0
1010000000760007,EXCELSOFT TECHNOLOGIES L,0,1,0.01,INE606N01019,0915-1530|1815-1915:,2026-07-30,,NSE:EXCELSOFT-EQ,10,10,760007,EXCELSOFT,760007,-1.0,XX,1010000000760007,,1,2.0
101000000022947,EXICOM TELE SYSTEMS LTD,0,1,0.01,INE777F01014,0915-1530|1815-1915:,2026-07-30,,NSE:EXICOM-EQ,10,10,22947,EXICOM,22947,-1.0,XX,101000000022947,,1,1.0
1010000000676,EXIDE INDUSTRIES LTD,0,1,0.05,INE302A01020,0915-1530|1815-1915:,2026-07-30,,NSE:EXIDEIND-EQ,10,10,676,EXIDEIND,676,-1.0,XX,1010000000676,,1,3.2
1010000000760422,EXIM ROUTES LIMITED,0,800,0.05,INE19I001020,0915-1530|1815-1915:,2026-07-30,,NSE:EXIMROUTES-SM,10,10,760422,EXIMROUTES,760422,-1.0,XX,1010000000760422,,0,0.0
101000000017486,EXPLEO SOLUTIONS LIMITED,0,1,0.05,INE201K01015,0915-1530|1815-1915:,2026-07-30,,NSE:EXPLEOSOL-EQ,10,10,17486,EXPLEOSOL,17486,-1.0,XX,101000000017486,,1,2.0
10100000005352,EXXARO TILES LIMITED,0,1,0.01,INE0GFE01026,0915-1530|1815-1915:,2026-07-30,,NSE:EXXARO-EQ,10,10,5352,EXXARO,5352,-1.0,XX,10100000005352,,0,0.0
1010000000760125,FABTECH TECHNOLOGIES LTD,0,1,0.01,INE0HF201011,0915-1530|1815-1915:,2026-07-30,,NSE:FABTECH-EQ,10,10,760125,FABTECH,760125,-1.0,XX,1010000000760125,,1,2.0
10100000001008,FACT LTD,0,1,0.05,INE188A01015,0915-1530|1815-1915:,2026-07-30,,NSE:FACT-EQ,10,10,1008,FACT,1008,-1.0,XX,10100000001008,,1,2.7
10100000001619,FAIRCHEM ORGANICS LIMITED,0,1,0.05,INE0DNW01011,0915-1530|1815-1915:,2026-07-30,,NSE:FAIRCHEMOR-BE,10,10,1619,FAIRCHEMOR,1619,-1.0,XX,10100000001619,,1,1.0
101000000024150,FALCON TECHNOPROJ IND LTD,0,1200,0.05,INE0PQK01013,0915-1530|1815-1915:,2026-07-30,,NSE:FALCONTECH-SM,10,10,24150,FALCONTECH,24150,-1.0,XX,101000000024150,,0,0.0
101000000012000,FAZE THREE LIMITED,0,1,0.05,INE963C01033,0915-1530|1815-1915:,2026-07-30,,NSE:FAZE3Q-EQ,10,10,12000,FAZE3Q,12000,-1.0,XX,101000000012000,,1,2.0
10100000006198,FINEOTEX CHEMICAL LIMITED,0,1,0.01,INE045J01034,0915-1530|1815-1915:,2026-07-30,,NSE:FCL-EQ,10,10,6198,FCL,6198,-1.0,XX,10100000006198,,1,1.0
101000000011999,FCS SOFTWARE SOLN. LTD.,0,1,0.01,INE512B01022,0915-1530|1815-1915:,2026-07-30,,NSE:FCSSOFT-EQ,10,10,11999,FCSSOFT,11999,-1.0,XX,101000000011999,,0,0.0
10100000004898,FDC LIMITED,0,1,0.05,INE258B01022,0915-1530|1815-1915:,2026-07-30,,NSE:FDC-EQ,10,10,4898,FDC,4898,-1.0,XX,10100000004898,,1,3.3
1010000000762675,FEDDERS HOLDING LTD.,0,1,0.01,INE417D01020,0915-1530|1815-1915:,2026-07-30,,NSE:FEDDERSHOL-EQ,10,10,762675,FEDDERSHOL,762675,-1.0,XX,1010000000762675,,1,2.0
10100000001023,FEDERAL BANK LTD,0,1,0.05,INE171A01029,0915-1530|1815-1915:,2026-07-30,,NSE:FEDERALBNK-EQ,10,10,1023,FEDERALBNK,1023,-1.0,XX,10100000001023,,1,3.6
101000000020322,FEDBANK FINANCIAL SER L,0,1,0.01,INE007N01010,0915-1530|1815-1915:,2026-07-30,,NSE:FEDFINA-EQ,10,10,20322,FEDFINA,20322,-1.0,XX,101000000020322,,1,2.9
101000000013812,FUTURE ENTERPRISES LTD,0,1,0.01,INE623B01027,0915-1530|1815-1915:,2026-07-30,,NSE:FEL-BZ,10,10,13812,FEL,13812,-1.0,XX,101000000013812,,0,0.0
101000000030491,FUTURE ENTERPRISES LTD,0,1,0.01,IN9623B01058,0915-1530|1815-1915:,2026-07-30,,NSE:FELDVR-BZ,10,10,30491,FELDVR,30491,-1.0,XX,101000000030491,,0,0.0
1010000000573,FELIX INDUSTRIES LTD.,0,500,0.05,INE901X01013,0915-1530|1815-1915:,2026-07-30,,NSE:FELIX-SM,10,10,573,FELIX,573,-1.0,XX,1010000000573,,0,0.0
1010000000762680,FERMENTA BIOTECH LTD.,0,1,0.05,INE225B01021,0915-1530|1815-1915:,2026-07-30,,NSE:FERMENTA-EQ,10,10,762680,FERMENTA,762680,-1.0,XX,1010000000762680,,1,2.0
10100000008159,FIBERWEB INDIA LIMITED,0,1,0.01,INE296C01020,0915-1530|1815-1915:,2026-07-30,,NSE:FIBERWEB-EQ,10,10,8159,FIBERWEB,8159,-1.0,XX,10100000008159,,0,0.0
10100000009858,FIDEL SOFTECH LIMITED,0,1000,0.05,INE0LQQ01019,0915-1530|1815-1915:,2026-07-30,,NSE:FIDEL-SM,10,10,9858,FIDEL,9858,-1.0,XX,10100000009858,,0,0.0
101000000013710,FIEM INDUSTRIES LIMITED,0,1,0.1,INE737H01014,0915-1530|1815-1915:,2026-07-30,,NSE:FIEMIND-EQ,10,10,13710,FIEMIND,13710,-1.0,XX,101000000013710,,1,3.1
101000000024532,FILATEX INDIA LTD,0,1,0.01,INE816B01035,0915-1530|1815-1915:,2026-07-30,,NSE:FILATEX-EQ,10,10,24532,FILATEX,24532,-1.0,XX,101000000024532,,1,2.0
101000000023651,FILATEX FASHIONS LIMITED,0,1,0.01,INE185E01021,0915-1530|1815-1915:,2026-07-30,,NSE:FILATFASH-BE,10,10,23651,FILATFASH,23651,-1.0,XX,101000000023651,,0,0.0
1010000000759776,FINBUD FINANCIAL SERV LTD,0,1000,0.05,INE0EDU01014,0915-1530|1815-1915:,2026-07-30,,NSE:FINBUD-SM,10,10,759776,FINBUD,759776,-1.0,XX,1010000000759776,,0,0.0
10100000001038,FINOLEX CABLES LTD,0,1,0.1,INE235A01022,0915-1530|1815-1915:,2026-07-30,,NSE:FINCABLES-EQ,10,10,1038,FINCABLES,1038,-1.0,XX,10100000001038,,1,2.9
10100000003744,FINE ORGANIC IND. LTD.,0,1,0.5,INE686Y01026,0915-1530|1815-1915:,2026-07-30,,NSE:FINEORG-EQ,10,10,3744,FINEORG,3744,-1.0,XX,10100000003744,,1,3.3
1010000000759239,FINKURVE FINANCIAL SERV L,0,1,0.01,INE734I01027,0915-1530|1815-1915:,2026-07-30,,NSE:FINKURVE-EQ,10,10,759239,FINKURVE,759239,-1.0,XX,1010000000759239,,0,0.0
10100000006579,FINO PAYMENTS BANK LTD,0,1,0.01,INE02NC01014,0915-1530|1815-1915:,2026-07-30,,NSE:FINOPB-EQ,10,10,6579,FINOPB,6579,-1.0,XX,10100000006579,,1,2.3
10100000001041,FINOLEX INDUSTRIES LTD,0,1,0.01,INE183A01024,0915-1530|1815-1915:,2026-07-30,,NSE:FINPIPE-EQ,10,10,1041,FINPIPE,1041,-1.0,XX,10100000001041,,1,3.2
101000000024814,BRAINBEES SOLUTIONS LTD,0,1,0.01,INE02RE01045,0915-1530|1815-1915:,2026-07-30,,NSE:FIRSTCRY-EQ,10,10,24814,FIRSTCRY,24814,-1.0,XX,101000000024814,,1,2.8
1010000000757658,FISCHER MEDICAL VENTURE L,0,1,0.01,INE771F01041,0915-1530|1815-1915:,2026-07-30,,NSE:FISCHER-EQ,10,10,757658,FISCHER,757658,-1.0,XX,1010000000757658,,1,2.0
101000000012032,FIVE-STAR BUS FIN LTD,0,1,0.05,INE128S01021,0915-1530|1815-1915:,2026-07-30,,NSE:FIVESTAR-EQ,10,10,12032,FIVESTAR,12032,-1.0,XX,101000000012032,,1,2.9
101000000020372,FLAIR WRITING INDUST LTD,0,1,0.05,INE00Y201027,0915-1530|1815-1915:,2026-07-30,,NSE:FLAIR-EQ,10,10,20372,FLAIR,20372,-1.0,XX,101000000020372,,1,2.0
101000000025516,FLEXITUFF VENTURES INT L,0,1,0.01,INE060J01017,0915-1530|1815-1915:,2026-07-30,,NSE:FLEXITUFF-BE,10,10,25516,FLEXITUFF,25516,-1.0,XX,101000000025516,,0,0.0
101000000014868,FUT LIFESTYLE FASH LTD,0,1,0.01,INE452O01016,0915-1530|1815-1915:,2026-07-30,,NSE:FLFL-BZ,10,10,14868,FLFL,14868,-1.0,XX,101000000014868,,0,0.0
101000000013750,GUJARAT FLUOROCHEM LTD,0,1,0.1,INE09N301011,0915-1530|1815-1915:,2026-07-30,,NSE:FLUOROCHEM-EQ,10,10,13750,FLUOROCHEM,13750,-1.0,XX,101000000013750,,1,3.2
1010000000758208,FLYSBS AVIATION LIMITED,0,200,0.05,INE0VCK01011,0915-1530|1815-1915:,2026-07-30,,NSE:FLYSBS-SM,10,10,758208,FLYSBS,758208,-1.0,XX,1010000000758208,,0,0.0
10100000001190,FEDERAL-MOGUL GOETZE (IND,0,1,0.05,INE529A01010,0915-1530|1815-1915:,2026-07-30,,NSE:FMGOETZE-EQ,10,10,1190,FMGOETZE,1190,-1.0,XX,10100000001190,,1,2.0
101000000021021,FUTURE MKT NETWORKS LTD,0,1,0.01,INE360L01017,0915-1530|1815-1915:,2026-07-30,,NSE:FMNL-BE,10,10,21021,FMNL,21021,-1.0,XX,101000000021021,,0,0.0
10100000007385,FOCE INDIA LIMITED,0,240,0.05,INE0I7D01019,0915-1530|1815-1915:,2026-07-30,,NSE:FOCE-SM,10,10,7385,FOCE,7385,-1.0,XX,10100000007385,,0,0.0
10100000006839,FOCUS LIGHTG & FIXTRS LTD,0,1,0.01,INE593W01028,0915-1530|1815-1915:,2026-07-30,,NSE:FOCUS-BE,10,10,6839,FOCUS,6839,-1.0,XX,10100000006839,,1,1.0
